build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
456035,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
457440,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
457440,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
457440,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
455882,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
455882,not_applies,applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
457440,applies,applies,maintain,,,,,,,,,False,not_required,The current configuration applies without sufficient upgrade evidence.
457440,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
456035,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
457440,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
456035,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
457440,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
457067,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
457067,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
473255,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
472716,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
476270,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
476270,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
476270,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
463266,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
497363,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
496873,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
496873,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
496873,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
496873,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
496873,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
496873,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
496989,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
496989,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
496767,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
496989,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
496989,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
497132,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
497132,not_applies,applies,review,8,8,medium,medium,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
497132,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
497132,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
497132,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
471585,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
471585,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
